id	turn1	turn2	turn3	label
6533	This lil white girl’s step dad helped write Mind Playin’ Tricks, trust I’m not new to this but you fucking tried it.	U still misinformed. I don’t care if ya step Dad helped DJ Screw slow down some music and record it on some grey tapes back in the day. Lol. U all over the place.	You took one sentence & ran with it. So how was Southern Rap not blowing up in 2005-2006? Bc Slim Thug had a whole fucking duet w Beyoncé.  Obviously the south started poppin’ in the 90’s-2000’s. Are you happy now?	others
6534	What do you mean you can get addicted to Twitter?	No way	I don’t know that’s what I hear..	others
6535	You’re kind isint welcome in the Levant. Christians can die for all I care. — that’s a truly disgusting thing to wish on a group of people. Hope Allah guides you to be less hateful iA	The fuck, fuck whoever said this to you!!!	it’s okay they clearly hold too much hate in their heart, we can only pray for Allah to guide them	others
6536	So I’m watching a movie on my couch while there is this man doing maintenance work in my living room. Why do I look over and he is sitting Indian style watching the movie instead of working	What movie is it?	“It’s Complicated”	others
6537	it's thursday and I'm still screaming over Decade being possibly a full legit character in Zi-O	onore decade.... (crying really hard)	EVEN THE BELT SOUNDS ARE THERE AND THE CARDS AND I AM JUST ONORE DECADE	others
6538	Anybody let’s go to the polar express train ride?!	girl, please!	Why thatttt	others
6539	Gonna pick up Super Smash Bros Ultimate later tonight and I can't wait! I'm super hyped!!! Who else is getting it?!	i would but the bonus i got from work was sunk into bills so wasn't able to pick up the console or the pre-order for the game.. i'll get it at some point.. just need to focus on the important stuff right now.. :)	I know how that is man, video games is a luxury, but bills and necessities come first! :)	others
6540	Anyone know what this is? It’s pouring rain here and I think his home flooded. He doesn’t seem to be able to see well. He was kinda groping around the parking lot.	A muskrat maybe?	Could be. He’s doing better. Thought he was a gonner but he’s perked up and chomped down some dried cherries and nuts I gave him.	others
6541	Heel Chucky T is a really strange move to me and idk where theyre going with it	Mental illness is an interesting if extremely difficult story to do in a sensitive manner... out of everyone I think only the best friends are positioned to do it effectively? Buuuuut. It's prolly a regular heel-turn-betrayal. If that's the case, where is it coming from?	Who can say what goes on in the mind of Gedo day to day	others
6542	Anyone else sister shook?	Aw thank you!	Makeup is truly an art and your work displays that in a way that we don’t always see.	others
6543	What they don’t tell you about the song ‘Baby, It’s Cold Outside’ is that she finally leaves, T-bones a family of four and arrested for drunk driving and vehicular manslaughter.	And did ZERO time.	It’s Affluenza season	others
6544	1/ I previously alluded to the fact that I was contemplating allocating some capital to a value-oriented strategy. Today's carnage was a sufficient trigger to commence such endeavour, albeit in a small and cautious way.	"Couple of suggeted names for new porty: ""Blood in the Streets portfolio"" or ""Where's tha's Muck tha's Brass portfolio""... good luck!"	I like the sound of that!	others
6545	SOMEONE GIVR ME THE TIME OF THE AV 4 TRAILER. WHEN WHAT WHERE HOW. I NEED TO PREPARE MY SELF FOR THIS HEAVY THING THATS GONNA RUIN MY LIFE	Its coming tomorrow actually :P	THATS THE INLY THING I KNOW. I NEED TO FREAKING PREPARE MYSELF FOR THIS	others
6546	Lady driving like a jack ass with her hazards on pounding wine coolers.	Shoot her	I'mma pit maneuver her ass.	others
6547	YA GIRL GOT AN A IN ORGANIC CHEM!!!! 4.0 YOU ARE STILL MY BITCH!!!!	Whats a 4.0?	I’ll change my name to Braden Mills then u will have one too	others
6548	All the famous cheaters finna hire a YouTube double for damage control now.	What a time...	I don’t even know what to think about this lmao	others
6549	Stolen from  All of them are Baek, does this even come as a surprise anymore? :))	You are so talented all these are amazing	thank you so much dear ;A;	others
6550	They don’t deserve this	i know right?? they work so hard and yet only a few appreciates them	Ikr I can’t believe	others
6551	The truth.	I love you liv	I love you too bro	others
6552	I'm glad continues to get the recognition he deserves. He's one of our finest MAPs here, one we all look up to.	Talking to no one is a sign of a warped mind, Kyle.  Sexual attraction to kids is even more so.  You just ain’t got a damn thing going for you, do ya?	Just cause u manipulated her into deleting her tweet doesn't mean u r not forever ONE OF US now	others
6553	My exercise routine got thrown way off by holidays/work stuff/sickness so I hope you all forgive a much softer bod in the giftwrapped set...	SOFT PRESENT	It's gonna be a squish present for sure	others
6554	This is very dumb	Great take. I agree.	Thank you	others
6555	Who wins and why?	Blocked	Lmao I gotta hear ppl reasons	others
6556	and wondering if you could make something custom for me. Looking for the first badge to say “I Climbed” on the first line and the second be editable by me	"Hi Chris, thanks for purchase. You mean ""In wanderlust we trust""? Okay, i can do it for you. How can I contact you for further chat?"	You can email me at chris@veign.com and I’ll send over a quick mock-up of what I want. You have some very cool artwork	others
6557	supreme BOGO crewnecks trading around $700 5 hours after the drop  at this point I'm never surprised by anything. Honestly maybe even a little low.	i can't believe people still go crazy over supreme. i feel like it's played out by now	Problem is. You talk to old Cali skater Bros with grown kids now and they say it was played out in 2000. The only thing hat remains constant is if kids have their parents credit cards, supreme will move merch	others
6558	It's thursday, right? are we having an allergy hour or are we all very busy with christmas stuff going on?	These were my ef & df cakes to help school save polar bears!	ooh, very impressive! my egg free cakes always looked a bit sad, and tasted rank. am a hit and miss baker! Yours look yummy!	others
6559	We gotta go ride	Rn I’ll take out my bike?	Mines in the shop waiting for Ruben to fix it lol	others
6560	is Office 365 still coming to the Mac App Store this year? Attempt #4 to get this answered.	Hey, Mark! We hear you. Check out our Roadmap for the latest updates: .	"I don't see any mention of the Mac App Store on the ""Mac"" platform updates. I am cancelling my Office 365 subscription today because of the lack of transparency and how long it took to get an any kind of response. Google Docs and will suit me just fine."	others
6561	Happy birthday to me	Happy birthday	Thank you!	others
6562	Sooooo technically Captain America will be 100 years old next year in the new movie?	Almost 101. His D.O.B is 4th July 1918	Oh right right......makes sense	others
6563	Congratulations to Benedict Cumberbatch on his Golden Globe nomination for his performance in Patrick Melrose!	Well deserved, it was an amazing production	A very tough category, I hope he wins	others
6564	He can't miss hell	He can't miss his period	True talk	others
6565	Why always the cheapest booze?	And I get blocked for commenting on a fictional character, while this gobshite wishes people dead!	If you were as famous as our dung heap...... It's probably because very few people understand what the idiot is talking about	others
